DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
211912351;08/23/2021 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211906386;03/08/2021 12:00:00 AM;Mission    ;CONTEMPT OF COURT                                       
221917817;12/12/2022 12:00:00 AM;Mission    ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
221904163;01/05/2022 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231911053;06/29/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
231906447;02/28/2023 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
221908508;04/21/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
221910282;06/02/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
231909660;05/23/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
211904165;01/05/2021 12:00:00 AM;Mission    ;ROBBERY                                                 
221904880;01/25/2022 12:00:00 AM;Mission    ;BATTERY WITH SEXUAL CONTACT                             
231906153;02/20/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
221907278;03/21/2022 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
221915679;10/13/2022 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT             
201917386;11/23/2020 12:00:00 AM;Mission    ;OTHER MISCELLANEOUS CRIME                               
221914445;09/14/2022 12:00:00 AM;Mission    ;BATTERY WITH SEXUAL CONTACT                             
221911305;06/27/2022 12:00:00 AM;Mission    ;RAPE, FORCIBLE                                          
201904694;01/16/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
221904134;01/04/2022 12:00:00 AM;Mission    ;RAPE, FORCIBLE                                          
231908073;04/15/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
211909484;06/04/2021 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
231907602;04/03/2023 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
231909898;05/25/2023 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
231905552;02/07/2023 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
221904906;01/25/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
221918279;12/23/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
231913826;08/30/2023 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
221915922;10/20/2022 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201915689;10/15/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201918078;12/15/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201911106;06/18/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201908231;03/30/2020 12:00:00 AM;Mission    ;FIREARMS RESTRAINING ORDER (FIREARMS RO)                
201908682;04/12/2020 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201908696;04/13/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201910095;05/21/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201917640;12/02/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201914494;09/14/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201904416;01/08/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201913374;08/17/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201904941;01/22/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201917175;11/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907628;03/14/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201908081;03/26/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201913906;08/29/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201905114;01/23/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201913385;08/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201915294;10/02/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201910700;06/09/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201904146;01/04/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201904377;01/09/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201910533;06/03/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201915401;10/07/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201916048;10/23/2020 12:00:00 AM;Mission    ;OTHER MISCELLANEOUS CRIME                               
211908324;05/04/2021 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201909752;05/13/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201906663;02/20/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201918286;12/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201913350;08/15/2020 12:00:00 AM;Mission    ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
201916638;11/06/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
211907205;04/01/2021 12:00:00 AM;Mission    ;RAPE, ATTEMPTED                                         
201909585;05/08/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201910494;06/01/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201916181;10/27/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917245;11/22/2020 12:00:00 AM;Mission    ;ATTEMPTED ROBBERY                                       
201918330;12/10/2020 12:00:00 AM;Mission    ;CONTRIBUTING                                            
201909132;04/25/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201911419;06/25/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201905743;02/06/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201915405;10/07/2020 12:00:00 AM;Mission    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
201916584;11/05/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201907670;03/16/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201916739;11/10/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201915835;10/18/2020 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      
201913957;08/31/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201909034;04/22/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201908056;03/20/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201910029;05/20/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201900971;12/16/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201915778;10/17/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201910286;05/27/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201909009;04/23/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201913954;08/30/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201904093;01/02/2020 12:00:00 AM;Mission    ;RAPE, FORCIBLE                                          
201911591;06/30/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201912127;07/14/2020 12:00:00 AM;Mission    ;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               
201912537;07/26/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201906494;02/21/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201900586;02/05/2020 12:00:00 AM;Mission    ;TRESPASSING                                             
201914244;09/07/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907305;03/07/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201904881;01/21/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201916416;10/31/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201904136;01/02/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201910983;06/15/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201911934;07/09/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201909906;05/16/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201913252;08/13/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201911577;06/30/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201912876;08/04/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201914080;09/02/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
211905668;02/17/2021 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201917282;11/23/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201904697;01/16/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201917461;11/26/2020 12:00:00 AM;Mission    ;RESISTING ARREST                                        
201904560;01/11/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201915189;10/02/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201906644;02/24/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201915950;10/20/2020 12:00:00 AM;Mission    ;CHILD ANNOYING (17YRS & UNDER)                          
201912391;07/21/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201908277;04/01/2020 12:00:00 AM;Mission    ;CHILD ANNOYING (17YRS & UNDER)                          
201916808;11/12/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201910569;06/04/2020 12:00:00 AM;Mission    ;VIOLATION OF COURT ORDER                                
201906391;02/19/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201908725;04/13/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201911521;06/27/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201909292;04/30/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201917531;11/30/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201908158;03/28/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201905141;01/25/2020 12:00:00 AM;Mission    ;CONTEMPT OF COURT                                       
201907942;03/22/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201915398;10/07/2020 12:00:00 AM;Mission    ;BUNCO, PETTY THEFT                                      
201904547;01/13/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201918535;12/28/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201900596;02/07/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201908896;04/19/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201905930;02/10/2020 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      
201917292;11/23/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201907764;03/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201913959;08/30/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201906452;02/20/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201918476;12/24/2020 12:00:00 AM;Mission    ;THEFT, PERSON                                           
201906572;02/22/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201912237;07/17/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201904054;01/01/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
201916651;11/08/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201915428;10/08/2020 12:00:00 AM;Mission    ;THEFT, PERSON                                           
201910473;06/01/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201910335;05/27/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201912547;07/27/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201909223;04/28/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201909183;04/27/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201913402;08/17/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201904799;01/19/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
211905603;02/08/2021 12:00:00 AM;Mission    ;RAPE, ATTEMPTED                                         
201913416;08/17/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201908037;03/24/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201912115;07/14/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201917995;12/12/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201911241;06/21/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201914582;09/15/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201912528;07/26/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201914130;09/03/2020 12:00:00 AM;Mission    ;LEWD CONDUCT                                            
201914517;09/14/2020 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      
201910341;05/28/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907233;03/06/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201900890;09/23/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201911170;06/19/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201918291;12/21/2020 12:00:00 AM;Mission    ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
201912438;07/22/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201915972;10/21/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201917526;11/30/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201912977;08/06/2020 12:00:00 AM;Mission    ;DOCUMENT FORGERY / STOLEN FELONY                        
201912616;07/28/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201917068;11/18/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
201916519;11/04/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
211904009;12/31/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201909431;05/05/2020 12:00:00 AM;Mission    ;ARSON                                                   
201908959;04/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907729;03/16/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201909154;04/26/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201911954;07/09/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
201913330;08/15/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201908448;04/04/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
211905788;02/19/2021 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201905048;01/24/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201916679;11/08/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201915141;09/25/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201915531;10/11/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201910553;06/04/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201910821;06/11/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201915079;09/30/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201908636;04/11/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201906260;02/16/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
211904106;01/01/2021 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201909538;05/07/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201918503;12/28/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
201916958;11/16/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201911572;06/29/2020 12:00:00 AM;Mission    ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
201911019;06/15/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201908179;03/28/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201914951;09/26/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201907735;03/17/2020 12:00:00 AM;Mission    ;INDECENT EXPOSURE                                       
201906185;02/14/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201904616;01/14/2020 12:00:00 AM;Mission    ;BUNCO, GRAND THEFT                                      
201907497;03/11/2020 12:00:00 AM;Mission    ;BIKE - STOLEN                                           
201915840;10/19/2020 12:00:00 AM;Mission    ;VIOLATION OF COURT ORDER                                
201917155;11/19/2020 12:00:00 AM;Mission    ;VIOLATION OF COURT ORDER                                
201913521;08/20/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201910999;06/15/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201905819;02/08/2020 12:00:00 AM;Mission    ;BIKE - STOLEN                                           
201906959;03/01/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201905810;02/08/2020 12:00:00 AM;Mission    ;THEFT, PERSON                                           
201912011;07/11/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201911239;06/22/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201916785;11/11/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
201908292;04/01/2020 12:00:00 AM;Mission    ;BURGLARY                                                
201905541;02/03/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201912494;07/24/2020 12:00:00 AM;Mission    ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
201915151;09/30/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201914441;09/12/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201905124;01/26/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201913073;08/07/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201913016;08/06/2020 12:00:00 AM;Mission    ;CHILD NEGLECT (SEE 300 W.I.C.)                          
201914941;09/25/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201905161;01/27/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201914784;09/21/2020 12:00:00 AM;Mission    ;BATTERY WITH SEXUAL CONTACT                             
201904456;01/10/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
211905693;02/17/2021 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201908935;04/20/2020 12:00:00 AM;Mission    ;BRANDISH WEAPON                                         
201910324;05/27/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
201916748;11/10/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201904473;01/11/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201910644;06/07/2020 12:00:00 AM;Mission    ;ROBBERY                                                 
201906448;02/19/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
201914106;09/02/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       
201912078;07/13/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201910452;03/31/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          
201905170;01/27/2020 12:00:00 AM;Mission    ;THEFT PLAIN - PETTY ($950 & UNDER)                      
201915354;10/07/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       
201915102;09/30/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        
201909976;05/18/2020 12:00:00 AM;Mission    ;BURGLARY FROM VEHICLE                                   
201908418;04/03/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                
